sample-id	alias	compartment	env_biome	plant_id	cultivar	collection_date	geo_loc_name
SRR2107438	JE.TC.20	Bulk Soil	Greenhouse Soil	2	M104	2013-11-03	USA: Davis, California
SRR2107439	JE.TC.21	Bulk Soil	Greenhouse Soil	3	M104	2013-11-03	USA: Davis, California
SRR2107440	JE.TC.22	Rhizosphere	Greenhouse Soil	1	M104	2013-11-04	USA: Davis, California
SRR2107441	JE.TC.23	Rhizosphere	Greenhouse Soil	2	M104	2013-11-04	USA: Davis, California
SRR2107442	JE.TC.24	Rhizosphere	Greenhouse Soil	3	M104	2013-11-04	USA: Davis, California
SRR2107443	JE.TC.25	Rhizoplane	Greenhouse Soil	1	M104	2013-11-04	USA: Davis, California
SRR2107444	JE.TC.26	Rhizoplane	Greenhouse Soil	2	M104	2013-11-04	USA: Davis, California
SRR2107445	JE.TC.27	Rhizoplane	Greenhouse Soil	3	M104	2013-11-04	USA: Davis, California
SRR2107446	JE.TC.28	Endosphere	Greenhouse Soil	1	M104	2013-11-04	USA: Davis, California
SRR2107447	JE.TC.29	Endosphere	Greenhouse Soil	2	M104	2013-11-04	USA: Davis, California
SRR2107448	JE.TC.30	Endosphere	Greenhouse Soil	3	M104	2013-11-04	USA: Davis, California
SRR2107454	JE.TC.31	Bulk Soil	Greenhouse Soil	1	M104	2013-11-04	USA: Davis, California
SRR2107455	JE.TC.32	Bulk Soil	Greenhouse Soil	2	M104	2013-11-04	USA: Davis, California
SRR2107456	JE.TC.33	Bulk Soil	Greenhouse Soil	3	M104	2013-11-04	USA: Davis, California
SRR2107457	JE.TC.34	Rhizosphere	Greenhouse Soil	1	M104	2013-11-05	USA: Davis, California
SRR2107458	JE.TC.35	Rhizosphere	Greenhouse Soil	2	M104	2013-11-05	USA: Davis, California
SRR2107459	JE.TC.36	Rhizosphere	Greenhouse Soil	3	M104	2013-11-05	USA: Davis, California
SRR2107460	JE.TC.37	Rhizoplane	Greenhouse Soil	1	M104	2013-11-05	USA: Davis, California
SRR2107461	JE.TC.38	Rhizoplane	Greenhouse Soil	2	M104	2013-11-05	USA: Davis, California
SRR2107462	JE.TC.4	Endosphere	Greenhouse Soil	1	M104	2013-11-02	USA: Davis, California
SRR2107463	JE.TC.40	Endosphere	Greenhouse Soil	2	M104	2013-11-05	USA: Davis, California
SRR2107464	JE.TC.41	Endosphere	Greenhouse Soil	3	M104	2013-11-05	USA: Davis, California
SRR2107465	JE.TC.42	Bulk Soil	Greenhouse Soil	1	M104	2013-11-05	USA: Davis, California
SRR2107466	JE.TC.43	Bulk Soil	Greenhouse Soil	2	M104	2013-11-05	USA: Davis, California
SRR2107467	JE.TC.44	Bulk Soil	Greenhouse Soil	3	M104	2013-11-05	USA: Davis, California
SRR2107468	JE.TC.45	Rhizosphere	Greenhouse Soil	4	M104	2013-11-05	USA: Davis, California
SRR2107469	JE.TC.46	Rhizoplane	Greenhouse Soil	4	M104	2013-11-05	USA: Davis, California
SRR2107470	JE.TC.47	Endosphere	Greenhouse Soil	4	M104	2013-11-05	USA: Davis, California
SRR2107471	JE.TC.48	Rhizosphere	Greenhouse Soil	1	M104	2013-11-07	USA: Davis, California
SRR2107472	JE.TC.49	Rhizosphere	Greenhouse Soil	2	M104	2013-11-07	USA: Davis, California
SRR2107473	JE.TC.5	Endosphere	Greenhouse Soil	2	M104	2013-11-02	USA: Davis, California
SRR2107474	JE.TC.50	Rhizosphere	Greenhouse Soil	3	M104	2013-11-07	USA: Davis, California
SRR2107475	JE.TC.51	Rhizoplane	Greenhouse Soil	1	M104	2013-11-07	USA: Davis, California
SRR2107476	JE.TC.52	Rhizoplane	Greenhouse Soil	2	M104	2013-11-07	USA: Davis, California
SRR2107477	JE.TC.53	Rhizoplane	Greenhouse Soil	3	M104	2013-11-07	USA: Davis, California
SRR2107478	JE.TC.54	Endosphere	Greenhouse Soil	1	M104	2013-11-07	USA: Davis, California
SRR2107479	JE.TC.55	Endosphere	Greenhouse Soil	2	M104	2013-11-07	USA: Davis, California
SRR2107480	JE.TC.56	Endosphere	Greenhouse Soil	3	M104	2013-11-07	USA: Davis, California
SRR2107481	JE.TC.57	Bulk Soil	Greenhouse Soil	1	M104	2013-11-07	USA: Davis, California
SRR2107482	JE.TC.58	Bulk Soil	Greenhouse Soil	2	M104	2013-11-07	USA: Davis, California
SRR2107483	JE.TC.59	Bulk Soil	Greenhouse Soil	3	M104	2013-11-07	USA: Davis, California
SRR2107484	JE.TC.60	Rhizosphere	Greenhouse Soil	1	M104	2013-11-10	USA: Davis, California
SRR2107485	JE.TC.61	Rhizosphere	Greenhouse Soil	2	M104	2013-11-10	USA: Davis, California
SRR2107486	JE.TC.6	Endosphere	Greenhouse Soil	3	M104	2013-11-02	USA: Davis, California
SRR2107487	JE.TC.62	Rhizosphere	Greenhouse Soil	3	M104	2013-11-10	USA: Davis, California
SRR2107488	JE.TC.63	Rhizoplane	Greenhouse Soil	1	M104	2013-11-10	USA: Davis, California
SRR2107489	JE.TC.64	Rhizoplane	Greenhouse Soil	2	M104	2013-11-10	USA: Davis, California
SRR2107490	JE.TC.65	Rhizoplane	Greenhouse Soil	3	M104	2013-11-10	USA: Davis, California
SRR2107491	JE.TC.66	Endosphere	Greenhouse Soil	1	M104	2013-11-10	USA: Davis, California
SRR2107492	JE.TC.67	Endosphere	Greenhouse Soil	2	M104	2013-11-10	USA: Davis, California
SRR2107493	JE.TC.68	Endosphere	Greenhouse Soil	3	M104	2013-11-10	USA: Davis, California
SRR2107494	JE.TC.69	Bulk Soil	Greenhouse Soil	1	M104	2013-11-10	USA: Davis, California
SRR2107495	JE.TC.7	Bulk Soil	Greenhouse Soil	1	M104	2013-11-02	USA: Davis, California
SRR2107496	JE.TC.70	Bulk Soil	Greenhouse Soil	2	M104	2013-11-10	USA: Davis, California
SRR2107497	JE.TC.71	Bulk Soil	Greenhouse Soil	3	M104	2013-11-10	USA: Davis, California
SRR2107498	JE.TC.72	Rhizosphere	Greenhouse Soil	1	M104	2013-11-15	USA: Davis, California
SRR2107499	JE.TC.73	Rhizosphere	Greenhouse Soil	2	M104	2013-11-15	USA: Davis, California
SRR2107500	JE.TC.74	Rhizosphere	Greenhouse Soil	3	M104	2013-11-15	USA: Davis, California
SRR2107501	JE.TC.75	Rhizoplane	Greenhouse Soil	1	M104	2013-11-15	USA: Davis, California
SRR2107502	JE.TC.76	Rhizoplane	Greenhouse Soil	2	M104	2013-11-15	USA: Davis, California
SRR2107503	JE.TC.77	Rhizoplane	Greenhouse Soil	3	M104	2013-11-15	USA: Davis, California
SRR2107504	JE.TC.78	Endosphere	Greenhouse Soil	1	M104	2013-11-15	USA: Davis, California
SRR2107505	JE.TC.79	Endosphere	Greenhouse Soil	2	M104	2013-11-15	USA: Davis, California
SRR2107506	JE.TC.8	Bulk Soil	Greenhouse Soil	2	M104	2013-11-02	USA: Davis, California
SRR2107507	JE.TC.80	Endosphere	Greenhouse Soil	3	M104	2013-11-15	USA: Davis, California
SRR2110714	JE.TC.81	Bulk Soil	Greenhouse Soil	1	M104	2013-11-15	USA: Davis, California
SRR2111742	JE.TC.82	Bulk Soil	Greenhouse Soil	2	M104	2013-11-15	USA: Davis, California
SRR2112665	JE.TC.83	Bulk Soil	Greenhouse Soil	3	M104	2013-11-15	USA: Davis, California
SRR2113669	JE.TC.9	Bulk Soil	Greenhouse Soil	3	M104	2013-11-02	USA: Davis, California
